name,url,description,duration,test_type,remote_support,adaptive_support,embedding
Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.",,Knowledge & Skills,yes,no,
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, Maintenance/Repair Workers, Surveillance, and Quality Assurance 
Workers.",,"Ability & Aptitude, Personality & Behavior",yes,no,
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Maintenance/Repair Workers, 
Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship 
Loaders",,Personality & Behavior,yes,no,
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, 
Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders.",,Personality & Behavior,yes,no,
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,"The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, and Maintenance/Repair Workers.",,"Ability & Aptitude, Personality & Behavior",yes,no,
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,"The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers & Fitters, Maintenance/ Repair Workers, Dispatchers, Surveillance, Quality 
Assurance Workers",,"Ability & Aptitude, Personality & Behavior",yes,no,
Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.",,Knowledge & Skills,yes,no,
Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",,Knowledge & Skills,yes,no,
Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",,Knowledge & Skills,yes,no,
Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.",,Knowledge & Skills,yes,no,
Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.",,Knowledge & Skills,yes,no,
